./2010.q1-q4.by_area/2010.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2010","1","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109532,1415396,1417344,1431074,13279537020,7866743759,256088009,719,"",0.98,0.96,0.96,0.96,0.94,1.01,1.00,0.98,"",-1706,-1.5,-66401,-4.5,-56814,-3.9,-42577,-2.9,-556511341,-4.0,-297330760,-3.6,137163506,115.3,-2,-0.3
./2010.q1-q4.by_area/2010.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2010","2","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109735,1441573,1448390,1455465,13730260326,2523549337,81432984,729,"",0.98,0.96,0.96,0.96,0.95,1.02,1.00,0.99,"",-1116,-1.0,-31080,-2.1,-23324,-1.6,-13523,-0.9,163615552,1.2,102710628,4.2,43682523,115.7,20,2.8
./2010.q1-q4.by_area/2010.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2010","3","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110027,1454907,1453160,1449278,14146842867,1460511818,47020493,749,"",0.98,0.95,0.95,0.96,0.93,1.02,1.00,0.98,"",-370,-0.3,-8638,-0.6,-5197,-0.4,-1730,-0.1,558324314,4.1,162974844,12.6,27071815,135.7,32,4.5
./2010.q1-q4.by_area/2010.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2010","4","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",112010,1451024,1456066,1455182,15551374136,1231204716,40128190,823,"",0.98,0.96,0.96,0.96,0.94,1.03,1.00,0.98,"",-580,-0.5,8811,0.6,7053,0.5,6370,0.4,463299496,3.1,126807187,11.5,22068583,122.2,21,2.6
./2010.q1-q4.by_area/2010.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2010","1","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18903,217887,220159,222117,2504308044,2163842010,40482341,875,"",0.93,0.89,0.88,0.89,0.88,0.99,0.98,0.99,"",-260,-1.4,-833,-0.4,-1314,-0.6,-841,-0.4,-39896032,-1.6,-53752953,-2.4,1088038,2.8,-10,-1.1
./2010.q1-q4.by_area/2010.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2010","2","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19263,226257,237991,254954,2717158474,1860394675,36231301,872,"",0.94,0.88,0.90,0.93,0.88,0.99,0.98,0.97,"",99,0.5,767,0.3,471,0.2,3206,1.3,54834135,2.1,95365133,5.4,3666272,11.3,12,1.4
./2010.q1-q4.by_area/2010.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2010","3","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19451,266686,264056,251846,3057006566,1564314280,32051415,901,"",0.94,0.95,0.94,0.90,0.92,1.00,0.98,0.98,"",187,1.0,4427,1.7,3910,1.5,4885,2.0,166649916,5.8,130767833,9.1,4143756,14.8,34,3.9
./2010.q1-q4.by_area/2010.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2010","4","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19211,234694,227915,224889,2917425338,924555775,18085827,979,"",0.93,0.89,0.88,0.88,0.88,1.00,0.97,0.99,"",-42,-0.2,5437,2.4,5220,2.3,5093,2.3,136704595,4.9,78851319,9.3,2402465,15.3,24,2.5
./2010.q1-q4.by_area/2010.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2010","1","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",142087,1944080,1949069,1960097,20262931634,9951288509,198248381,799,"",1.02,1.00,1.00,1.00,1.00,1.00,0.99,1.00,"",-5179,-3.5,-117810,-5.7,-95786,-4.7,-76185,-3.7,-1067821241,-5.0,-637085073,-6.0,59577853,43.0,-2,-0.2
./2010.q1-q4.by_area/2010.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2010","2","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",141141,1961703,1955225,1949063,20256956128,2714445208,52567071,797,"",1.02,1.00,1.00,1.02,0.99,1.01,1.00,0.99,"",-4812,-3.3,-44717,-2.2,-40248,-2.0,-29197,-1.5,-49010138,-0.2,83998695,3.2,18793632,55.6,13,1.7
