./2005.q1-q4.by_area/2005.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2005","1","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109631,1505449,1512789,1527464,12436727247,7852690491,167773106,631,"",0.98,0.97,0.97,0.98,0.96,1.01,1.00,0.98,"",2841,2.7,34422,2.3,35275,2.4,35747,2.4,596215308,5.0,248951955,3.3,26588520,18.8,16,2.6
./2005.q1-q4.by_area/2005.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2005","2","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110223,1544309,1548627,1553158,12717227034,2852748487,60126373,632,"",0.98,0.98,0.97,0.97,0.97,1.01,1.00,1.00,"",2629,2.4,39812,2.6,38496,2.5,35457,2.3,851910300,7.2,97495214,3.5,9330027,18.4,28,4.6
./2005.q1-q4.by_area/2005.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2005","3","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110896,1553421,1558937,1561579,13230946269,1733415493,36150155,653,"",0.98,0.96,0.96,0.97,0.95,1.02,1.00,0.98,"",2721,2.5,34410,2.3,39101,2.6,46940,3.1,1117111547,9.2,129875773,8.1,7052448,24.2,39,6.4
./2005.q1-q4.by_area/2005.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2005","4","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",111735,1560797,1572346,1577937,14263169058,1533906624,33736762,699,"",0.98,0.97,0.97,0.97,0.96,1.03,1.00,0.99,"",1800,1.6,40169,2.6,43160,2.8,42873,2.8,554073466,4.0,133643006,9.5,7357463,27.9,9,1.3
./2005.q1-q4.by_area/2005.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2005","1","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18476,206137,208858,211671,1953219246,1718794621,49366047,719,"",0.94,0.87,0.87,0.87,0.84,0.98,0.98,0.97,"",393,2.2,6082,3.0,6385,3.2,5920,2.9,63010087,3.3,65814753,4.0,6523464,15.2,2,0.3
./2005.q1-q4.by_area/2005.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2005","2","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18666,215655,227971,243035,2119071599,1503405315,44932008,712,"",0.94,0.87,0.88,0.92,0.85,0.99,0.98,0.96,"",315,1.7,5342,2.5,6098,2.7,6095,2.6,125699935,6.3,104318013,7.5,7855751,21.2,25,3.6
./2005.q1-q4.by_area/2005.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2005","3","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18975,255231,254022,241921,2519975089,1321864497,42111714,774,"",0.95,0.94,0.93,0.90,0.90,1.00,0.98,0.98,"",385,2.1,6822,2.7,7529,3.1,5253,2.2,213686432,9.3,104330238,8.6,7584736,22.0,46,6.3
./2005.q1-q4.by_area/2005.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2005","4","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18839,223921,216342,212524,2197555339,728618835,21815129,777,"",0.94,0.88,0.87,0.87,0.85,1.00,0.97,0.97,"",426,2.3,3123,1.4,4940,2.3,3514,1.7,60293130,2.8,29422679,4.2,3289214,17.8,8,1.0
./2005.q1-q4.by_area/2005.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2005","1","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",130681,2029778,2054590,2070797,18517838839,10121486464,141237345,694,"",1.02,1.01,1.00,1.01,1.00,1.00,0.99,0.99,"",4130,3.3,101787,5.3,113570,5.9,112528,5.7,1293682606,7.5,599405104,6.3,42992202,43.8,12,1.8
./2005.q1-q4.by_area/2005.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2005","2","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",133153,2088317,2090521,2098974,19045426349,3356364094,45089185,700,"",1.02,1.00,1.00,1.02,0.99,1.01,1.00,0.98,"",8212,6.6,128050,6.5,130555,6.7,128806,6.5,1911468765,11.2,197064697,6.2,13030376,40.6,29,4.3
