./2014.q1-q4.by_area/2014.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2014","1","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110017,1469138,1473857,1488046,15593913404,8484942906,190519667,812,"",0.98,0.95,0.96,0.96,0.93,1.01,1.00,0.97,"",1551,1.4,19440,1.3,12673,0.9,13805,0.9,383280485,2.5,80968992,1.0,-50651298,-21.0,12,1.5
./2014.q1-q4.by_area/2014.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2014","2","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110872,1500554,1506458,1511927,15409414787,2430868487,55696920,787,"",0.98,0.96,0.96,0.95,0.94,1.03,1.01,0.99,"",1767,1.6,17196,1.2,14970,1.0,14337,1.0,392681719,2.6,40499691,1.7,-11012534,-16.5,12,1.5
./2014.q1-q4.by_area/2014.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2014","3","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110914,1507214,1514929,1513014,15540189208,1535959162,35855573,791,"",0.98,0.95,0.95,0.96,0.93,1.02,1.00,0.98,"",1204,1.1,19718,1.3,20168,1.3,21533,1.4,562670588,3.8,89443779,6.2,-4643460,-11.5,18,2.3
./2014.q1-q4.by_area/2014.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2014","4","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",112832,1515750,1522263,1528689,17177721773,1339662114,32090537,868,"",0.98,0.96,0.96,0.96,0.93,1.03,1.00,0.98,"",1066,1.0,26005,1.7,22333,1.5,23134,1.5,884224540,5.4,93227908,7.5,-3857065,-10.7,32,3.8
./2014.q1-q4.by_area/2014.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2014","1","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19691,234219,237367,239801,3155972462,2642120331,67025174,1024,"",0.93,0.89,0.89,0.89,0.89,1.00,0.98,0.99,"",58,0.3,3440,1.5,2011,0.9,2104,0.9,162296863,5.4,71172388,2.8,-16308104,-19.6,42,4.3
./2014.q1-q4.by_area/2014.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2014","2","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19777,244780,257575,271816,3243007777,2109988317,54958486,967,"",0.93,0.89,0.90,0.93,0.89,1.00,0.98,0.97,"",-96,-0.5,2950,1.2,4118,1.6,2263,0.8,171232664,5.6,51842009,2.5,-13153989,-19.3,40,4.3
./2014.q1-q4.by_area/2014.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2014","3","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",20164,282526,279549,265534,3577072167,1729134454,47819854,997,"",0.93,0.95,0.93,0.91,0.92,1.00,0.98,0.99,"",185,0.9,2494,0.9,474,0.2,153,0.1,110248447,3.2,-13749750,-0.8,-13392597,-21.9,27,2.8
./2014.q1-q4.by_area/2014.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2014","4","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",20306,249783,240326,238265,3362304412,1034189272,26871560,1065,"",0.93,0.90,0.89,0.89,0.89,1.00,0.97,0.99,"",490,2.5,1600,0.6,1490,0.6,2281,1.0,170814231,5.4,18158955,1.8,-6761916,-20.1,46,4.5
./2014.q1-q4.by_area/2014.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2014","1","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",142189,2123793,2134504,2144099,25607621796,11351873095,263956089,923,"",1.01,1.00,1.00,1.00,1.00,1.01,0.99,1.00,"",2623,1.9,57615,2.8,53710,2.6,49164,2.3,1412091077,5.8,352520750,3.2,5976495,2.3,28,3.1
./2014.q1-q4.by_area/2014.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2014","2","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",143335,2142151,2140301,2132052,24139076100,2898486442,65419975,868,"",1.01,1.00,1.00,1.01,0.99,1.02,1.00,0.99,"",3100,2.2,51132,2.4,47895,2.3,45020,2.2,869409020,3.7,10229554,0.4,-533871,-0.8,12,1.4
