./2011.q1-q4.by_area/2011.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2011","1","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109137,1416019,1427582,1439124,13944331773,7988922445,310188684,751,"",0.98,0.96,0.96,0.96,0.93,1.00,1.00,0.97,"",-395,-0.4,623,0.0,10238,0.7,8050,0.6,664794753,5.0,122178686,1.6,54100675,21.1,32,4.5
./2011.q1-q4.by_area/2011.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2011","2","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109423,1448972,1451986,1455706,14010512714,2455291905,93160204,742,"",0.98,0.96,0.96,0.95,0.94,1.02,1.00,0.98,"",-312,-0.3,7399,0.5,3596,0.2,241,0.0,280252388,2.0,-68257432,-2.7,11727220,14.4,13,1.8
./2011.q1-q4.by_area/2011.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2011","3","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109598,1453035,1458086,1460672,14755991545,1474066110,55386878,779,"",0.98,0.95,0.95,0.96,0.93,1.02,1.00,0.98,"",-429,-0.4,-1872,-0.1,4926,0.3,11394,0.8,609148678,4.3,13554292,0.9,8366385,17.8,30,4.0
./2011.q1-q4.by_area/2011.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2011","4","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",111696,1452971,1461176,1462728,15399129079,1194938173,45600151,812,"",0.98,0.96,0.96,0.96,0.93,1.03,1.00,0.97,"",-314,-0.3,1947,0.1,5110,0.4,7546,0.5,-152245057,-1.0,-36266543,-2.9,5471961,13.6,-11,-1.3
./2011.q1-q4.by_area/2011.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2011","1","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",18931,221803,225933,228662,2659298709,2283115377,54417828,907,"",0.93,0.88,0.88,0.89,0.88,0.99,0.98,0.99,"",28,0.1,3916,1.8,5774,2.6,6545,2.9,154990665,6.2,119273367,5.5,13935487,34.4,32,3.7
./2011.q1-q4.by_area/2011.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2011","2","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19528,232284,243503,260927,2842431078,1911465642,47418444,890,"",0.93,0.89,0.90,0.93,0.87,0.99,0.98,0.96,"",265,1.4,6027,2.7,5512,2.3,5973,2.3,125272604,4.6,51070967,2.7,11187143,30.9,18,2.1
./2011.q1-q4.by_area/2011.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2011","3","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19678,272273,270510,258929,3272693528,1635279008,43084884,942,"",0.93,0.95,0.94,0.91,0.92,1.00,0.98,0.99,"",227,1.2,5587,2.1,6454,2.4,7083,2.8,215686962,7.1,70964728,4.5,11033469,34.4,41,4.6
./2011.q1-q4.by_area/2011.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2011","4","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19482,240033,232750,229425,2942008326,918681525,22925343,967,"",0.93,0.89,0.88,0.88,0.87,1.00,0.97,0.98,"",271,1.4,5339,2.3,4835,2.1,4536,2.0,24582988,0.8,-5874250,-0.6,4839516,26.8,-12,-1.2
./2011.q1-q4.by_area/2011.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2011","1","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",139824,1965019,1975163,1986462,21619911677,10217466620,227821990,842,"",1.01,1.00,1.00,1.00,1.00,1.00,0.99,1.00,"",-2263,-1.6,20939,1.1,26094,1.3,26365,1.3,1356980043,6.7,266178111,2.7,29573609,14.9,43,5.4
./2011.q1-q4.by_area/2011.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2011","2","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",140445,1989534,1983934,1978605,21182936941,2744582824,58359941,821,"",1.01,1.00,1.00,1.01,1.00,1.02,1.00,0.99,"",-696,-0.5,27831,1.4,28709,1.5,29542,1.5,925980813,4.6,30137616,1.1,5792870,11.0,24,3.0
