./2012.q1-q4.by_area/2012.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2012","1","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",108520,1432463,1440729,1457080,14882902182,8265380683,262105196,793,"",0.98,0.96,0.96,0.96,0.93,1.00,1.00,0.97,"",-617,-0.6,16444,1.2,13147,0.9,17956,1.2,938570409,6.7,276458238,3.5,-48083488,-15.5,42,5.6
./2012.q1-q4.by_area/2012.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2012","2","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109044,1466206,1470967,1477918,14635023641,2382224785,72563459,765,"",0.98,0.96,0.96,0.95,0.95,1.02,1.00,0.99,"",-379,-0.3,17234,1.2,18981,1.3,22212,1.5,624510927,4.5,-73067120,-3.0,-20596745,-22.1,23,3.1
./2012.q1-q4.by_area/2012.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2012","3","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",109885,1468424,1477773,1475725,14578144090,1445530427,44109469,761,"",0.98,0.95,0.95,0.96,0.93,1.02,1.00,0.98,"",287,0.3,15389,1.1,19687,1.4,15053,1.0,-177847455,-1.2,-28535683,-1.9,-11277409,-20.4,-18,-2.3
./2012.q1-q4.by_area/2012.q1-q4 01000 Alabama -- Statewide.csv:"01000","5","10","51","0","2012","4","","Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",112022,1473184,1484651,1483288,16182240835,1216580898,38355766,841,"",0.98,0.96,0.96,0.96,0.93,1.03,1.00,0.98,"",326,0.3,20213,1.4,23475,1.6,20560,1.4,783111756,5.1,21642725,1.8,-7244385,-15.9,29,3.6
./2012.q1-q4.by_area/2012.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2012","1","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19660,227454,231677,234260,2912782538,2488643284,73344047,969,"",0.94,0.89,0.89,0.89,0.88,0.99,0.98,0.99,"",729,3.9,5651,2.5,5744,2.5,5598,2.4,253483829,9.5,205527907,9.0,18926219,34.8,62,6.8
./2012.q1-q4.by_area/2012.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2012","2","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19574,238098,250503,267737,2991043654,2004921386,60925041,913,"",0.93,0.89,0.90,0.93,0.88,0.99,0.98,0.97,"",46,0.2,5814,2.5,7000,2.9,6810,2.6,148612576,5.2,93455744,4.9,13506597,28.5,23,2.6
./2012.q1-q4.by_area/2012.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2012","3","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",20138,277166,275273,261687,3315859932,1641198516,52645387,940,"",0.94,0.95,0.93,0.91,0.92,1.00,0.98,0.99,"",460,2.3,4893,1.8,4763,1.8,2758,1.1,43166404,1.3,5919508,0.4,9560503,22.2,-2,-0.2
./2012.q1-q4.by_area/2012.q1-q4 02000 Alaska -- Statewide.csv:"02000","5","10","51","0","2012","4","","Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19704,247956,237440,233666,3106540943,971247782,29546385,997,"",0.93,0.90,0.89,0.88,0.87,1.00,0.97,0.98,"",222,1.1,7923,3.3,4690,2.0,4241,1.8,164532617,5.6,52566257,5.7,6621042,28.9,30,3.1
./2012.q1-q4.by_area/2012.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2012","1","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",142561,2017274,2025911,2042103,23484975632,10664564014,250458782,891,"",1.01,1.00,1.00,1.00,1.00,1.00,0.99,1.00,"",2737,2.0,52255,2.7,50748,2.6,55641,2.8,1865063955,8.6,447097394,4.4,22636792,9.9,49,5.8
./2012.q1-q4.by_area/2012.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2012","2","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",143811,2033506,2033221,2032598,22247526614,2736884642,61928714,842,"",1.01,1.00,1.00,1.01,0.99,1.01,1.00,0.99,"",3366,2.4,43972,2.2,49287,2.5,53993,2.7,1064589673,5.0,-7698182,-0.3,3568773,6.1,21,2.6
./2012.q1-q4.by_area/2012.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2012","3","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",144776,2013557,2030714,2039375,22041223394,1800683186,43209548,836,"",1.01,1.01,0.99,0.99,1.00,1.02,1.00,1.00,"",2955,2.1,47456,2.4,52992,2.7,50882,2.6,188141194,0.9,14852102,0.8,3266558,8.2,-14,-1.6
./2012.q1-q4.by_area/2012.q1-q4 04000 Arizona -- Statewide.csv:"04000","5","10","51","0","2012","4","","Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",144232,2064814,2099287,2111823,24747437745,1697764946,41741206,910,"",1.01,1.00,1.00,1.00,0.99,1.03,1.00,0.99,"",768,0.5,54873,2.7,61590,3.0,57775,2.8,1542590311,6.6,84622549,5.2,5002436,13.6,32,3.6
./2012.q1-q4.by_area/2012.q1-q4 05000 Arkansas -- Statewide.csv:"05000","5","10","51","0","2012","1","","Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80394,927535,930195,941328,9118377671,6071150621,214533197,752,"",0.98,0.98,0.98,0.98,0.98,1.00,1.00,1.00,"",-558,-0.7,14764,1.6,19734,2.2,18175,2.0,616340029,7.2,334153558,5.8,21727050,11.3,38,5.3
./2012.q1-q4.by_area/2012.q1-q4 05000 Arkansas -- Statewide.csv:"05000","5","10","51","0","2012","2","","Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80762,946524,951683,952976,8541555445,2776386049,96377239,691,"",0.98,0.98,0.98,0.98,0.96,1.00,0.99,0.98,"",-375,-0.5,7532,0.8,15899,1.7,16201,1.7,294961354,3.6,-71472352,-2.5,-3423578,-3.4,14,2.1
./2012.q1-q4.by_area/2012.q1-q4 05000 Arkansas -- Statewide.csv:"05000","5","10","51","0","2012","3","","Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",81138,945727,948585,948303,8643194405,1474854385,50419524,702,"",0.98,1.01,0.99,0.98,0.99,1.02,1.00,1.00,"",-547,-0.7,-178,0.0,3725,0.4,2579,0.3,-32077371,-0.4,-104967921,-6.6,-4378038,-8.0,-4,-0.6
./2012.q1-q4.by_area/2012.q1-q4 05000 Arkansas -- Statewide.csv:"05000","5","10","51","0","2012","4","","Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80665,945784,945898,948119,9471393881,1111313920,38595148,770,"",0.98,0.97,0.97,0.97,0.97,1.02,1.00,0.99,"",398,0.5,-2232,-0.2,-1657,-0.2,101,0.0,431465089,4.8,-13870917,-1.2,-1167142,-2.9,36,4.9
./2012.q1-q4.by_area/2012.q1-q4 06000 California -- Statewide.csv:"06000","5","10","51","0","2012","1","","California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1239579,12263667,12330076,12396246,177290616013,65053342305,3492038759,1106,"",1.01,1.01,1.01,1.01,0.99,1.01,1.00,0.98,"",-68813,-5.3,341522,2.9,342124,2.9,389440,3.2,12690650381,7.7,578316735,0.9,26254240,0.8,48,4.5
./2012.q1-q4.by_area/2012.q1-q4 06000 California -- Statewide.csv:"06000","5","10","51","0","2012","2","","California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1382139,12479363,12668360,12786544,165860793887,17533787043,900505750,1009,"",1.01,1.01,1.01,1.01,1.00,1.02,1.00,1.00,"",51225,3.8,329236,2.7,393688,3.2,459172,3.7,7441398409,4.7,1640690122,10.3,76576815,9.3,14,1.4
./2012.q1-q4.by_area/2012.q1-q4 06000 California -- Statewide.csv:"06000","5","10","51","0","2012","3","","California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1280377,12777666,12847367,12856763,170003044971,11868638819,615931251,1019,"",1.01,1.01,1.01,1.01,1.00,1.03,1.00,0.99,"",-75760,-5.6,436108,3.5,444108,3.6,425688,3.4,4182518300,2.5,71389068,0.6,-3395919,-0.5,-10,-1.0
./2012.q1-q4.by_area/2012.q1-q4 06000 California -- Statewide.csv:"06000","5","10","51","0","2012","4","","California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1296693,12912218,12947732,12947150,200918066791,10279870874,526970306,1195,"",1.01,1.01,1.01,1.01,1.01,1.03,1.00,1.00,"",-80193,-5.8,472021,3.8,486679,3.9,507524,4.1,23188717857,13.0,933281880,10.0,40884924,8.4,97,8.8
./2012.q1-q4.by_area/2012.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2012","1","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",166884,1837680,1839150,1855531,24412474861,12966280280,468640891,1018,"",1.01,1.00,1.00,1.00,1.00,0.99,1.00,1.01,"",1455,0.9,45298,2.5,48629,2.7,51352,2.8,1902808633,8.5,1252910337,10.7,18702382,4.2,54,5.6
./2012.q1-q4.by_area/2012.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2012","2","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",167910,1865422,1873188,1911244,22640483859,4440952630,151715480,925,"",1.01,1.00,0.99,0.99,1.01,0.95,1.00,1.02,"",1664,1.0,43349,2.4,49298,2.7,53918,2.9,1133515212,5.3,507508717,12.9,9231411,6.5,23,2.5
./2012.q1-q4.by_area/2012.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2012","3","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",170874,1921538,1926586,1908192,23084222705,2785696546,95957286,925,"",1.01,0.99,0.99,0.99,0.99,0.91,0.99,1.00,"",2621,1.6,54784,2.9,48761,2.6,46895,2.5,263824585,1.2,231651262,9.1,2204001,2.4,-14,-1.5
./2012.q1-q4.by_area/2012.q1-q4 08000 Colorado -- Statewide.csv:"08000","5","10","51","0","2012","4","","Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",169627,1911726,1918404,1933775,26196501577,2253776930,77374571,1049,"",1.01,0.99,0.99,1.00,1.00,0.88,0.99,1.01,"",3408,2.1,60510,3.3,62558,3.4,58226,3.1,2427827082,10.2,303592648,15.6,6345157,8.9,66,6.7
./2012.q1-q4.by_area/2012.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2012","1","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",106807,1359676,1358188,1368246,24388242708,11096661235,471539304,1377,"",1.00,1.02,1.02,1.02,1.05,1.01,1.00,1.03,"",291,0.3,22304,1.7,19266,1.4,24343,1.8,1279863687,5.5,453363823,4.3,45372741,10.6,51,3.8
./2012.q1-q4.by_area/2012.q1-q4 09000 Connecticut -- Statewide.csv:"09000","5","10","51","0","2012","2","","Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",107624,1380182,1397252,1412900,20047853756,3949828295,166862511,1104,"",1.00,1.02,1.02,1.02,1.03,1.01,0.99,1.01,"",743,0.7,10889,0.8,16464,1.2,18212,1.3,13557907,0.1,-136676073,-3.3,1987535,1.2,-11,-1.0
